qHawaxID,timestamp,idPollutant,Value
50,"2021-04-19 23:00:00",6,4.202
50,"2021-04-19 23:00:00",7,13.551
50,"2021-04-20 00:00:00",1,1754.782
50,"2021-04-20 00:00:00",2,19.728
50,"2021-04-20 00:00:00",3,80.568
50,"2021-04-20 00:00:00",4,5.492
50,"2021-04-20 00:00:00",5,39.646
50,"2021-04-20 00:00:00",6,6.501
50,"2021-04-20 00:00:00",7,12.499
50,"2021-04-20 03:00:00",1,1244.092
50,"2021-04-20 03:00:00",2,17.722
50,"2021-04-20 03:00:00",3,81.318
50,"2021-04-20 03:00:00",4,16.599
50,"2021-04-20 03:00:00",5,46.697
50,"2021-04-20 03:00:00",6,10.169
50,"2021-04-20 03:00:00",7,14.375
50,"2021-04-20 19:00:00",1,733.331
50,"2021-04-20 19:00:00",2,14.278
50,"2021-04-20 19:00:00",3,43.801
50,"2021-04-20 19:00:00",4,38.745
50,"2021-04-20 19:00:00",5,21.802
50,"2021-04-20 19:00:00",6,1.73
50,"2021-04-20 19:00:00",7,10.642
50,"2021-04-25 22:00:00",1,122.791
50,"2021-04-25 22:00:00",2,12.638
50,"2021-04-25 22:00:00",3,69.643
50,"2021-04-25 22:00:00",4,16.289
50,"2021-04-25 22:00:00",5,10.167
50,"2021-04-25 22:00:00",6,0.443
50,"2021-04-25 22:00:00",7,19.29
51,"2021-04-19 14:00:00",1,2887.259
51,"2021-04-19 14:00:00",2,15.894
51,"2021-04-19 14:00:00",3,52.787
51,"2021-04-19 14:00:00",4,34.569
51,"2021-04-19 14:00:00",5,134.21
51,"2021-04-19 14:00:00",6,42.525
51,"2021-04-19 14:00:00",7,15.71
51,"2021-04-19 15:00:00",1,1564.69
51,"2021-04-19 15:00:00",2,11.868
51,"2021-04-19 15:00:00",3,51.22
51,"2021-04-19 15:00:00",4,24.135
51,"2021-04-19 15:00:00",5,105.411
51,"2021-04-19 15:00:00",6,39.287
51,"2021-04-19 15:00:00",7,17.271
51,"2021-04-19 17:00:00",1,1026.364
51,"2021-04-19 17:00:00",2,10.123
51,"2021-04-19 17:00:00",3,62.858
51,"2021-04-19 17:00:00",4,59.178
51,"2021-04-19 17:00:00",5,81.727
51,"2021-04-19 17:00:00",6,25.578
51,"2021-04-19 17:00:00",7,17.652
51,"2021-04-19 23:00:00",1,876.648
51,"2021-04-19 23:00:00",2,18.156
51,"2021-04-19 23:00:00",3,77.477
51,"2021-04-19 23:00:00",4,58.907
51,"2021-04-19 23:00:00",5,126.943
51,"2021-04-19 23:00:00",6,25.857
51,"2021-04-19 23:00:00",7,22.623
51,"2021-04-20 00:00:00",1,1179.974
51,"2021-04-20 00:00:00",2,19.207
51,"2021-04-20 00:00:00",3,80.631
51,"2021-04-20 00:00:00",4,65.555
51,"2021-04-20 00:00:00",5,107.88
51,"2021-04-20 00:00:00",6,24.537
51,"2021-04-20 00:00:00",7,24.964
51,"2021-04-20 03:00:00",1,719.938
51,"2021-04-20 03:00:00",2,16.426
51,"2021-04-20 03:00:00",3,81.778
51,"2021-04-20 03:00:00",4,63.17
51,"2021-04-20 03:00:00",5,134.316
51,"2021-04-20 03:00:00",6,36.384
51,"2021-04-20 03:00:00",7,26.244
51,"2021-04-20 19:00:00",1,452.753
51,"2021-04-20 19:00:00",2,10.468
51,"2021-04-20 19:00:00",3,68.125
51,"2021-04-20 19:00:00",4,52.791
51,"2021-04-20 19:00:00",5,60.298
51,"2021-04-20 19:00:00",6,17.871
51,"2021-04-20 19:00:00",7,21.761
51,"2021-04-25 22:00:00",1,240.446
51,"2021-04-25 22:00:00",2,13.388
51,"2021-04-25 22:00:00",3,72.375
51,"2021-04-25 22:00:00",4,55.909
51,"2021-04-25 22:00:00",5,36.296
51,"2021-04-25 22:00:00",6,13.444
51,"2021-04-25 22:00:00",7,24.502
52,"2021-04-19 14:00:00",1,3350.179
52,"2021-04-19 14:00:00",2,20.494
52,"2021-04-19 14:00:00",3,72.835
52,"2021-04-19 14:00:00",4,29.867
52,"2021-04-19 14:00:00",5,104.152
52,"2021-04-19 14:00:00",6,43.255
52,"2021-04-19 14:00:00",7,7.449
52,"2021-04-19 15:00:00",1,2255.224
52,"2021-04-19 15:00:00",2,14.905
52,"2021-04-19 15:00:00",3,32.402
52,"2021-04-19 15:00:00",4,25.647
52,"2021-04-19 15:00:00",5,78.931
52,"2021-04-19 15:00:00",6,37.263
52,"2021-04-19 15:00:00",7,8.678
52,"2021-04-19 17:00:00",1,1589.937
52,"2021-04-19 17:00:00",2,12.706
52,"2021-04-19 17:00:00",3,56.935
52,"2021-04-19 17:00:00",4,30.658
52,"2021-04-19 17:00:00",5,67.932
52,"2021-04-19 17:00:00",6,34.503
52,"2021-04-19 17:00:00",7,14.022
52,"2021-04-19 23:00:00",1,1760.018
52,"2021-04-19 23:00:00",2,18.547
52,"2021-04-19 23:00:00",3,78.841
52,"2021-04-19 23:00:00",4,23.007
52,"2021-04-19 23:00:00",5,65.209
52,"2021-04-19 23:00:00",6,26.874
52,"2021-04-19 23:00:00",7,13.554
52,"2021-04-20 00:00:00",1,1777.782
52,"2021-04-20 00:00:00",2,19.559
52,"2021-04-20 00:00:00",3,81.448
52,"2021-04-20 00:00:00",4,20.302
52,"2021-04-20 00:00:00",5,70.61
52,"2021-04-20 00:00:00",6,28.212
52,"2021-04-20 00:00:00",7,14.292
52,"2021-04-20 03:00:00",1,1031.354
52,"2021-04-20 03:00:00",2,17.107
52,"2021-04-20 03:00:00",3,82.094
52,"2021-04-20 03:00:00",4,8.922
52,"2021-04-20 03:00:00",5,81.449
52,"2021-04-20 03:00:00",6,33.945
52,"2021-04-20 03:00:00",7,16.597
54,"2021-04-19 14:00:00",1,1248.281
54,"2021-04-19 14:00:00",2,11.597
54,"2021-04-19 14:00:00",3,24.552
54,"2021-04-19 14:00:00",4,24.774
54,"2021-04-19 14:00:00",5,64.153
54,"2021-04-19 14:00:00",6,21.872
54,"2021-04-19 14:00:00",7,5.171
54,"2021-04-19 15:00:00",1,1019.881
54,"2021-04-19 15:00:00",2,9.481
54,"2021-04-19 15:00:00",3,37.527
54,"2021-04-19 15:00:00",4,30.513
54,"2021-04-19 15:00:00",5,85.193
54,"2021-04-19 15:00:00",6,21.14
54,"2021-04-19 15:00:00",7,5.338
54,"2021-04-19 17:00:00",1,951.178
54,"2021-04-19 17:00:00",2,9.16
54,"2021-04-19 17:00:00",3,46.144
54,"2021-04-19 17:00:00",4,47.891
54,"2021-04-19 17:00:00",5,118.724
54,"2021-04-19 17:00:00",6,13.575
54,"2021-04-19 17:00:00",7,7.759
54,"2021-04-19 23:00:00",1,1482.611
54,"2021-04-19 23:00:00",2,10.579
54,"2021-04-19 23:00:00",3,60.697
54,"2021-04-19 23:00:00",4,60.129
54,"2021-04-19 23:00:00",5,64.941
54,"2021-04-19 23:00:00",6,14.086
54,"2021-04-19 23:00:00",7,18.924
54,"2021-04-20 00:00:00",1,2021.776
54,"2021-04-20 00:00:00",2,9.994
54,"2021-04-20 00:00:00",3,70.922
54,"2021-04-20 00:00:00",4,61.84
54,"2021-04-20 00:00:00",5,86.271
54,"2021-04-20 00:00:00",6,20.838
54,"2021-04-20 00:00:00",7,13.899
54,"2021-04-20 03:00:00",1,1078.391
54,"2021-04-20 03:00:00",2,5.676
54,"2021-04-20 03:00:00",3,72.317
54,"2021-04-20 03:00:00",4,55.572
54,"2021-04-20 03:00:00",5,84.052
54,"2021-04-20 03:00:00",6,22.042
54,"2021-04-20 03:00:00",7,9.971
54,"2021-04-20 19:00:00",1,1087.512
54,"2021-04-20 19:00:00",2,10.65
54,"2021-04-20 19:00:00",3,40.875
54,"2021-04-20 19:00:00",4,62.657
54,"2021-04-20 19:00:00",5,50.468
54,"2021-04-20 19:00:00",6,10.306
54,"2021-04-20 19:00:00",7,16.78
54,"2021-04-25 22:00:00",1,573.882
54,"2021-04-25 22:00:00",2,4.16
54,"2021-04-25 22:00:00",3,52.701
54,"2021-04-25 22:00:00",4,59.628
54,"2021-04-25 22:00:00",5,61.307
54,"2021-04-25 22:00:00",6,40.453
54,"2021-04-25 22:00:00",7,12.817
55,"2021-04-19 14:00:00",1,1686.803
55,"2021-04-19 14:00:00",2,13.403
55,"2021-04-19 14:00:00",3,45.621
55,"2021-04-19 14:00:00",4,34.438
55,"2021-04-19 14:00:00",5,71.915
55,"2021-04-19 14:00:00",6,21.749
55,"2021-04-19 14:00:00",7,38.377
55,"2021-04-19 15:00:00",1,1415.879
55,"2021-04-19 15:00:00",2,10.271
55,"2021-04-19 15:00:00",3,43.775
55,"2021-04-19 15:00:00",4,26.984
55,"2021-04-19 15:00:00",5,52.811
55,"2021-04-19 15:00:00",6,18.848
55,"2021-04-19 15:00:00",7,54.074
55,"2021-04-19 17:00:00",1,976.975
55,"2021-04-19 17:00:00",2,6.581
55,"2021-04-19 17:00:00",3,26.339
55,"2021-04-19 17:00:00",4,80.781
55,"2021-04-19 17:00:00",5,80.723
55,"2021-04-19 17:00:00",6,25.372
55,"2021-04-19 17:00:00",7,12.726
55,"2021-04-19 23:00:00",1,1128.931
55,"2021-04-19 23:00:00",2,12.818
55,"2021-04-19 23:00:00",3,47.111
55,"2021-04-19 23:00:00",4,64.558
55,"2021-04-19 23:00:00",5,54.957
55,"2021-04-19 23:00:00",6,13.818
55,"2021-04-19 23:00:00",7,7.537
55,"2021-04-20 00:00:00",1,989.344
55,"2021-04-20 00:00:00",2,11.312
55,"2021-04-20 00:00:00",3,53.829
55,"2021-04-20 00:00:00",4,62.328
55,"2021-04-20 00:00:00",5,44.903
55,"2021-04-20 00:00:00",6,11.724
55,"2021-04-20 00:00:00",7,5.585
55,"2021-04-20 03:00:00",1,759.073
55,"2021-04-20 03:00:00",2,8.21
55,"2021-04-20 03:00:00",3,57.888
55,"2021-04-20 03:00:00",4,50.815
55,"2021-04-20 03:00:00",5,55.261
55,"2021-04-20 03:00:00",6,15.528
55,"2021-04-20 03:00:00",7,0.465
55,"2021-04-20 19:00:00",1,1010.642
55,"2021-04-20 19:00:00",2,8.073
55,"2021-04-20 19:00:00",3,29.656
55,"2021-04-20 19:00:00",4,71.336
55,"2021-04-20 19:00:00",5,34.724
55,"2021-04-20 19:00:00",6,12.091
55,"2021-04-20 19:00:00",7,11.815
55,"2021-04-25 22:00:00",1,474.132
55,"2021-04-25 22:00:00",2,4.887
55,"2021-04-25 22:00:00",3,40.873
55,"2021-04-25 22:00:00",4,61.381
55,"2021-04-25 22:00:00",5,20.623
55,"2021-04-25 22:00:00",6,8.767
55,"2021-04-25 22:00:00",7,3.441
